Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
241,None,6,Existing_credits_paid_till_now,radio/television,1043.0,<100DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,51.0,none,own,1,skilled_employee/official,2,none,yes,0
242,0_checking,48,No_credits_taken_or_all_paid,used_car,7065.009391651527,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,24.0,none,for_free,2,skilled_employee/official,2,none,yes,1
243,None,12,Critical_acct_other_credits_existing,business,708.4814480143458,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,27.0,none,own,2,skilled_employee/official,1,none,yes,0
244,None,12,All_credits_paid_duly,retraining,2036.1598754744127,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,3,real_estate,35.0,none,own,1,unskilled_resident,2,none,yes,0
245,None,24,Existing_credits_paid_till_now,business,4526.96727740329,<100DM,4_to_7yrs,4,male_single,None,1,real_estate,25.0,none,own,1,skilled_employee/official,1,yes,yes,0
246,None,12,Critical_acct_other_credits_existing,radio/television,1280.0,<100DM,>7yrs,4,male_single,None,4,real_estate,52.0,none,own,3,skilled_employee/official,1,none,yes,0
247,None,6,None,new_car,2420.0,100_to_500DM,1_to_4yrs,4,male_single,None,1,unknown/no_property,35.0,bank,rent,1,skilled_employee/official,1,none,no,0
248,more_then_200,24,Existing_credits_paid_till_now,furniture/equipment,4594.0,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,26.0,none,own,1,skilled_employee/official,1,none,yes,0
249,None,18`,Existing_credits_paid_till_now,radio/television,7152.868382620527,<100DM,unemployed,3,feemale_divorced/separated/married,co-applicant,4,real_estate,22.0,none,rent,1,skilled_employee/official,1,none,yes,1
250,0_checking,6,Critical_acct_other_credits_existing,new_car,4980.0,>1000DM,4_to_7yrs,3,female_divorced/separated/married,None,4,real_estate,39.0,none,own,2,unskilled_resident,1,yes,yes,0
251,more_then_200,12,Existing_credits_paid_till_now,furniture/equipment,3425.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,46.0,none,own,1,unskilled_resident,1,none,yes,0
252,from_zero_to_200,30,Existing_credits_paid_till_now,new_car,8983.946598648896,<100DM,1_to_4yrs,4,female_divorced/separated/married,guarantor,2,unknown/no_property,,bank,own,1,skilled_employee/official,1,none,yes,1
253,None,24,Delay_in_past,furniture/equipment,2868.425324586687,100_to_500DM,1_to_4yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,35.0,none,own,2,skilled_employee/official,1,none,yes,0
254,from_0_to_200,9,Existing_credits_paid_till_now,furniture/equipment,2491.8843365246576,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,1,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1,yes,yes,0
255,from_0_to_200,60,Delay_in_past,radio/television,1027.0,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,1,real_estate,27.0,none,own,1,unskilled_resident,1,none,yes,0
256,None,24,Critical_acct_other_credits_existing,radio/television,3660.0,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,35.0,none,own,2,unskilled_resident,1,none,yes,0
257,zero_checking,12,All_credits_paid_duly,radio/television,3741.0,<100DM,1_to_4yrs,4,male_divorced/separated,None,1,unknown/no_property,29.0,none,for_free,1,skilled_employee/official,1,none,yes,1
258,None,15,Existing_credits_paid_till_now,used_car,3110.0,100_to_500DM,<1yr,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,23.0,none,own,1,skilled_employee/official,1,yes,yes,0
259,None,11,Critical_acct_other_credits_existing,radio/television,2045.3778115565012,100_to_500DM,unemployed,4,feemale_divorced/separated/married,None,4,real_estate,57.0,none,own,3,unskilled_resident,1,none,yes,0
260,0_checking,12,None,furniture/equipment,1293.0,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,27.0,none,own,1,skilled_employee/official,1,none,yes,0
261,0_checking,24,Existing_credits_paid_till_now,radio/television,4512.148339530039,<100DM,>7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,55.0,none,own,1,skilled_employee/official,1,none,yes,0
262,zero_checking,18`,Critical_acct_other_credits_existing,new_car,4610.715079964507,<100DM,>7yrs,2,male_single,None,4,unknown/no_property,36.0,none,for_free,3,management_self-employed_highly_qualified/officer,1,yes,yes,0
263,None,12,None,education,2508.3089176362346,<100DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,57.0,bank,for_free,3,unskilled_resident,1,none,yes,0
264,None,10,Critical_acct_other_credits_existing,new_car,3144.2374114902427,<100DM,>7yrs,3,male_single,None,4,real_estate,32.0,none,own,2,unskilled_resident,2,none,no,0
265,from_0_to_200,15,Existing_credits_paid_till_now,radio/television,7116.97445618915,<100DM,>7yrs,4,male_single,None,3,car_or_other_nonsavings,37.0,none,own,1,skilled_employee/official,2,none,yes,1
266,None,36,Critical_acct_other_credits_existing,business,1333.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,36.0,none,own,2,skilled_employee/official,1,none,yes,0
267,None,24,Existing_credits_paid_till_now,radio/television,2941.3014570056257,<100DM,<1yr,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,38.0,stores,own,1,skilled_employee/official,1,yes,yes,0
268,0_checking,14,Existing_credits_paid_till_now,new_car,5766.0,<100DM,>7yrs,1,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,,none,own,1,management_self-employed_highly_qualified/officer,1,yes,no,1
269,None,24,Existing_credits_paid_till_now,radio/television,1317.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,25.0,none,own,2,skilled_employee/official,1,none,yes,0
270,None,18`,Existing_credits_paid_till_now,new_car,900.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,none,no,0
271,None,12,Critical_acct_other_credits_existing,furniture/equipment,1561.7474384559882,500_to_1000DM,4_to_7yrs,3,female_divorced/separated/married,None,4,car_or_other_nonsavings,37.0,none,rent,1,skilled_employee/official,1,yes,yes,0
272,from_0_to_200,48,All_credits_paid_duly,new_car,5840.0,Unknown_or_no_savings_acct,unemployed,4,male_single,co-applicant,4,unknown/no_property,36.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
273,from_0_to_200,48,Existing_credits_paid_till_now,radio/television,9460.101330401048,<100DM,4_to_7yrs,4,male_single,None,4,real_estate,28.0,none,own,2,skilled_employee/official,1,none,yes,1
274,0_checking,30,Existing_credits_paid_till_now,repairs,11005.0,<100DM,<1yr,1,male_divorced/separated,None,1,unknown/no_property,34.0,none,own,1,unskilled_resident,1,yes,yes,1
275,None,9,Existing_credits_paid_till_now,radio/television,2414.0,<100DM,1_to_4yrs,1,male_single,None,2,real_estate,32.0,none,own,1,skilled_employee/official,2,none,yes,0
276,None,18`,Critical_acct_other_credits_existing,radio/television,880.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,car_or_other_nonsavings,26.0,none,own,2,skilled_employee/official,1,none,yes,0
277,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,1560.0,Unknown_or_no_savings_acct,>7yrs,2,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,49.0,none,own,1,unskilled_resident,1,yes,yes,0
278,None,None,Existing_credits_paid_till_now,furniture/equipment,5176.0,<100DM,<1yr,1,feemale_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,none,yes,1
279,None,24,Existing_credits_paid_till_now,radio/television,7154.0,100_to_500DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
280,None,15,Critical_acct_other_credits_existing,used_car,2117.9453325805343,>1000DM,>7yrs,3,male_single,None,4,unknown/no_property,23.0,none,rent,2,skilled_employee/official,1,yes,yes,0
281,None,12,Existing_credits_paid_till_now,furniture/equipment,3756.0,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,50.0,none,own,1,skilled_employee/official,1,none,yes,0
282,more_then_200,18`,All_credits_paid_duly,radio/television,2296.877004485677,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,49.0,bank,own,1,unskilled_resident,1,none,yes,0
283,None,15,Critical_acct_other_credits_existing,furniture/equipment,3389.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,63.0,none,own,1,skilled_employee/official,1,none,yes,0
284,from_zero_to_200,24,Critical_acct_other_credits_existing,new_car,620.0,100_to_500DM,<1yr,4,male_divorced/separated,None,2,car_or_other_nonsavings,37.0,none,own,1,skilled_employee/official,1,yes,yes,0
285,0_checking,47,Existing_credits_paid_till_now,new_car,2887.0,<100DM,<1yr,1,female_divorced/separated/married,None,1,real_estate,35.0,none,own,1,unskilled_resident,1,yes,yes,0
286,zero_checking,48,Existing_credits_paid_till_now,used_car,4920.1276740157755,<100DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,26.0,none,own,1,skilled_employee/official,2,none,yes,0
287,from_0_to_200,48,Delay_in_past,other,3928.0,100_to_500DM,unemployed,2,male_single,None,4,unknown/no_property,31.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
288,from_zero_to_200,12,Existing_credits_paid_till_now,radio/television,2477.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,guarantor,4,real_estate,49.0,none,own,2,skilled_employee/official,1,yes,yes,0
289,0_checking,24,Delay_in_past,radio/television,6204.0,<100DM,<1yr,4,male_married/widowed,None,4,real_estate,48.0,stores,own,1,skilled_employee/official,1,none,yes,1
290,None,None,Existing_credits_paid_till_now,business,733.0,<100DM,1_to_4yrs,2,male_married/widowed,None,2,real_estate,26.0,none,own,1,skilled_employee/official,1,yes,no,0
291,from_zero_to_200,36,Existing_credits_paid_till_now,used_car,12714.0,<100DM,<1yr,1,male_married/widowed,None,4,car_or_other_nonsavings,28.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
292,zero_checking,24,Critical_acct_other_credits_existing,used_car,3682.0,<100DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,44.0,none,for_free,2,management_self-employed_highly_qualified/officer,2,yes,yes,0
293,more_than_200,42,Critical_acct_other_credits_existing,used_car,1688.0,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,56.0,none,for_free,1,skilled_employee/official,1,none,yes,0
294,None,48,Critical_acct_other_credits_existing,business,4933.0,Unknown_or_no_savings_acct,>7yrs,4,male_divorced/separated,None,2,car_or_other_nonsavings,46.0,bank,own,2,management_self-employed_highly_qualified/officer,2,none,yes,0
295,from_0_to_200,48,Existing_credits_paid_till_now,furniture/equipment,5629.084958653598,<100DM,<1yr,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,26.0,none,own,1,skilled_employee/official,1,yes,yes,1
296,None,12,Existing_credits_paid_till_now,usedcar,2739.3684108236152,Unknown_or_no_savings_acct,<1yr,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,none,yes,0
297,None,10,Existing_credits_paid_till_now,new_car,4322.069234761131,Unknown_or_no_savings_acct,>7yrs,4,male_single,co-applicant,2,building_society_savings_agreement/life_insurance,45.0,none,own,1,unskilled_resident,1,none,no,0
298,None,18`,Existing_credits_paid_till_now,furniture/equipment,889.758040537733,<100DM,1_to_4yrs,3,male_single,None,4,real_estate,43.0,none,own,1,skilled_employee/official,1,yes,yes,0
299,from_0_to_200,21,Critical_acct_other_credits_existing,furniture/equipment,1160.0,>1000DM,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,32.0,none,own,2,skilled_employee/official,1,yes,yes,0
300,None,6,Existing_credits_paid_till_now,new_car,3856.5457845109227,<100DM,unemployed,1,female_divorced/separated/married,None,4,real_estate,54.0,none,own,1,unemployed/unskilled_nonresident,1,yes,yes,0
301,from_0_to_200,36,No_credits_taken_or_all_paid,radio/television,5950.0,<100DM,1_to_4yrs,4,feemale_divorced/separated/married,None,1,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1,yes,yes,1
302,more_than_200,24,Critical_acct_other_credits_existing,new_car,8315.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,real_estate,37.0,bank,own,2,unskilled_resident,2,none,yes,1
303,zero_checking,10,Critical_acct_other_credits_existing,new_car,4011.0,<100DM,4_to_7yrs,4,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,49.0,none,own,2,skilled_employee/official,1,yes,yes,0
304,None,48,Critical_acct_other_credits_existing,newcar,5706.0,500_to_1000DM,1_to_4yrs,2,male_single,None,2,unknown/no_property,44.0,bank,for_free,1,skilled_employee/official,1,none,yes,1
305,None,6,Existing_credits_paid_till_now,furniture/equipment,1011.0,>1000DM,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,33.0,none,own,1,skilled_employee/official,1,none,yes,0
306,None,30,Existing_credits_paid_till_now,used_car,4930.95068955771,Unknown_or_no_savings_acct,4_to_7yrs,2,feemale_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24.0,stores,rent,1,unskilled_resident,1,none,yes,0
307,0_checking,12,Existing_credits_paid_till_now,radio/television,6670.0,100_to_500DM,<1yr,4,male_married/widowed,None,3,unknown/no_property,33.0,none,own,1,unskilled_resident,1,yes,yes,1
308,from_zero_to_200,8,Existing_credits_paid_till_now,furniture/equipment,14011.0,<100DM,1_to_4yrs,3,feemale_divorced/separated/married,None,4,real_estate,24.0,none,own,1,skilled_employee/official,1,none,yes,1
309,from_0_to_200,9,Existing_credits_paid_till_now,new_car,2947.3502965128505,<100DM,1_to_4yrs,4,male_married/widowed,None,4,real_estate,22.0,none,rent,1,unskilled_resident,1,none,yes,0
310,from_zero_to_200,48,Existing_credits_paid_till_now,other,4707.0,Unknown_or_no_savings_acct,unemployed,3,male_single,None,4,unknown/no_property,40.0,bank,for_free,1,unemployed/unskilled_nonresident,1,yes,yes,0
311,None,24,Existing_credits_paid_till_now,furniture/equipment,1628.2776712881225,100_to_500DM,1_to_4yrs,4,male_single,None,1,car_or_other_nonsavings,25.0,stores,own,1,skilled_employee/official,1,none,yes,0
312,more_than_200,24,Existing_credits_paid_till_now,furniture/equipment,3947.151934984287,<100DM,<1yr,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,26.0,none,own,1,skilled_employee/official,1,none,yes,0
313,from_zero_to_200,12,Existing_credits_paid_till_now,new_car,10500.0,<100DM,4_to_7yrs,2,male_married/widowed,None,3,car_or_other_nonsavings,25.0,bank,own,1,unskilled_resident,1,none,yes,1
314,more_than_200,4,Existing_credits_paid_till_now,new_car,536.0,Unknown_or_no_savings_acct,<1yr,1,male_single,None,2,real_estate,29.0,none,own,1,unskilled_resident,2,none,no,0
315,zero_checking,36,All_credits_paid_duly,furniture/equipment,3956.0,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,31.0,bank,own,1,skilled_employee/official,1,none,yes,1
316,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,4770.0,<100DM,1_to_4yrs,2,male_single,guarantor,3,building_society_savings_agreement/life_insurance,38.0,none,own,1,unskilled_resident,2,none,yes,0
317,from_0_to_200,24,Existing_credits_paid_till_now,furniture/equipment,1462.0,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,48.0,none,own,1,unskilled_resident,1,yes,yes,0
318,None,12,Critical_acct_other_credits_existing,education,1691.0,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,32.0,none,own,2,skilled_employee/official,1,none,yes,0
319,0_checking,15,None,furniture/equipment,3797.0,<100DM,>7yrs,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,27.0,none,own,2,unskilled_resident,1,none,yes,0
320,from_zero_to_200,30,Critical_acct_other_credits_existing,newcar,6817.610547461694,<100DM,unemployed,4,male_married/widowed,None,2,car_or_other_nonsavings,28.0,none,own,2,management_self-employed_highly_qualified/officer,1,none,yes,1
321,zero_checking,24,Existing_credits_paid_till_now,radio/television,6712.187178019119,<100DM,<1yr,4,male_divorced/separated,None,3,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,none,yes,1
322,zero_checking,24,Existing_credits_paid_till_now,used_car,1003.9038335400764,<100DM,4_to_7yrs,2,male_single,None,1,unknown/no_property,34.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
323,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,1367.0,>1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1,none,yes,0
324,None,18`,None,newcar,1752.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,3,real_estate,36.0,none,own,2,skilled_employee/official,1,none,yes,0
325,0_checking,8,Critical_acct_other_credits_existing,new_car,4142.364511301525,<100DM,4_to_7yrs,1,male_single,None,4,real_estate,39.0,none,own,2,unskilled_resident,1,none,no,0
326,None,12,Critical_acct_other_credits_existing,furniture/equipment,3016.742362518797,Unknown_or_no_savings_acct,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,49.0,none,rent,1,skilled_employee/official,1,yes,yes,0
327,None,24,Existing_credits_paid_till_now,new_car,1677.0,>1000DM,4_to_7yrs,4,feemale_divorced/separated/married,None,3,car_or_other_nonsavings,34.0,none,own,1,skilled_employee/official,2,yes,yes,0
328,more_than_200,36,Existing_credits_paid_till_now,radio/television,2368.0,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1,none,yes,0
329,from_zero_to_200,6,None,radio/television,1402.0,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,2,none,yes,0
330,0_checking,24,Critical_acct_other_credits_existing,used_car,4321.0,<100DM,unemployed,2,male_single,None,4,unknown/no_property,75.0,none,for_free,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
331,None,18`,Critical_acct_other_credits_existing,education,5471.0196274674545,100_to_500DM,1_to_4yrs,4,female_divorced/separated/married,None,2,real_estate,30.0,none,own,2,skilled_employee/official,1,none,yes,1
332,from_zero_to_200,60,Existing_credits_paid_till_now,new_car,13344.0,100_to_500DM,<1yr,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,24.0,none,own,1,management_self-employed_highly_qualified/officer,1,none,yes,1
333,None,48,Critical_acct_other_credits_existing,used_car,5959.289140214301,100_to_500DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,24.0,bank,rent,2,unskilled_resident,1,none,yes,1
334,zero_checking,24,No_credits_taken_or_all_paid,furniture/equipment,8175.533249223869,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,23.0,bank,rent,2,skilled_employee/official,2,none,yes,1
335,zero_checking,6,Critical_acct_other_credits_existing,furniture/equipment,11256.0,<100DM,1_to_4yrs,1,male_divorced/separated,None,4,real_estate,44.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
336,from_zero_to_200,13,Existing_credits_paid_till_now,radio/television,1799.0,<100DM,<1yr,2,female_divorced/separated/married,guarantor,4,building_society_savings_agreement/life_insurance,,none,own,1,unskilled_resident,1,none,yes,0
337,0_checking,15,Existing_credits_paid_till_now,domestic_appliances,5970.9406222160105,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,24.0,none,rent,1,skilled_employee/official,1,none,yes,1
338,zero_checking,24,Existing_credits_paid_till_now,furniture/equipment,2902.0,<100DM,1_to_4yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,28.0,none,own,1,skilled_employee/official,1,none,yes,0
339,from_zero_to_200,10,Existing_credits_paid_till_now,furniture/equipment,4506.0,<100DM,1_to_4yrs,4,male_divorced/separated,None,2,car_or_other_nonsavings,,none,own,1,unskilled_resident,1,none,yes,0
340,from_zero_to_200,24,Critical_acct_other_credits_existing,education,3451.0,<100DM,<1yr,2,feemale_divorced/separated/married,None,4,unknown/no_property,24.0,none,for_free,2,skilled_employee/official,1,yes,yes,0
341,zero_checking,21,Existing_credits_paid_till_now,furniture/equipment,1688.3457056944358,<100DM,4_to_7yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,26.0,none,rent,1,unskilled_resident,1,none,yes,0
342,from_0_to_200,18`,Existing_credits_paid_till_now,radio/television,3168.4159429340193,500_to_1000DM,<1yr,1,male_married/widowed,None,3,real_estate,,none,rent,1,skilled_employee/official,1,none,yes,0
343,from_zero_to_200,18`,Existing_credits_paid_till_now,business,3414.623086129105,<100DM,>7yrs,1,male_single,co-applicant,1,real_estate,33.0,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
344,more_then_200,10,Existing_credits_paid_till_now,new_car,984.6545870386612,<100DM,<1yr,1,male_single,guarantor,1,building_society_savings_agreement/life_insurance,37.0,none,own,1,unskilled_resident,2,none,yes,0
345,None,15,Critical_acct_other_credits_existing,radio/television,2439.2843712124177,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,43.0,none,own,1,unskilled_resident,1,none,yes,0
346,from_zero_to_200,13,Critical_acct_other_credits_existing,radio/television,825.0,<100DM,<1yr,4,male_single,guarantor,4,real_estate,23.0,none,own,2,skilled_employee/official,1,none,yes,0
347,from_0_to_200,24,Existing_credits_paid_till_now,radio/television,4069.0,500_to_1000DM,unemployed,1,feemale_divorced/separated/married,None,4,unknown/no_property,23.0,none,rent,1,unemployed/unskilled_nonresident,1,none,yes,0
348,None,6,Delay_in_past,business,2796.529008712416,100_to_500DM,1_to_4yrs,1,male_single,None,2,real_estate,34.0,none,own,2,unskilled_resident,1,none,yes,0
349,from_zero_to_200,9,Critical_acct_other_credits_existing,education,6480.753192665241,>1000DM,>7yrs,4,male_single,None,3,unknown/no_property,32.0,none,for_free,2,skilled_employee/official,2,none,yes,1
350,None,9,Existing_credits_paid_till_now,domestic_appliances,4680.0,<100DM,<1yr,1,female_divorced/separated/married,None,4,real_estate,23.0,none,rent,1,skilled_employee/official,1,yes,yes,0
351,from_0_to_200,9,Existing_credits_paid_till_now,furniture/equipment,9755.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,29.0,none,own,1,skilled_employee/official,1,none,no,1
352,None,18`,Critical_acct_other_credits_existing,used_car,972.3493672996756,Unknown_or_no_savings_acct,unemployed,2,male_single,None,4,unknown/no_property,38.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
353,0_checking,None,No_credits_taken_or_all_paid,radio/television,7753.616614369912,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,28.0,none,rent,2,skilled_employee/official,1,yes,yes,1
354,None,10,Existing_credits_paid_till_now,education,3652.0,500_to_1000DM,>7yrs,4,male_single,None,4,unknown/no_property,46.0,none,for_free,1,skilled_employee/official,1,yes,yes,0
355,from_0_to_200,24,Existing_credits_paid_till_now,new_car,5335.0,<100DM,<1yr,4,male_single,None,2,real_estate,23.0,stores,own,1,unskilled_resident,1,none,yes,1
356,None,12,Critical_acct_other_credits_existing,radio/television,1554.0,Unknown_or_no_savings_acct,>7yrs,1,male_single,co-applicant,4,real_estate,49.0,none,own,1,skilled_employee/official,1,yes,yes,0
357,None,36,Delay_in_past,radio/television,6325.7884316758,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,26.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
358,None,12,Existing_credits_paid_till_now,radio/television,4494.060688011893,<100DM,1_to_4yrs,4,male_married/widowed,None,2,real_estate,28.0,none,own,1,skilled_employee/official,1,none,yes,0
359,zero_checking,30,Existing_credits_paid_till_now,furniture/equipment,5304.0,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,real_estate,23.0,none,rent,1,skilled_employee/official,1,none,yes,1
360,from_0_to_200,18`,Existing_credits_paid_till_now,education,4193.478370204827,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,61.0,none,for_free,1,skilled_employee/official,1,none,yes,0
361,more_than_200,12,Existing_credits_paid_till_now,radio/television,1079.3187197872712,Unknown_or_no_savings_acct,>7yrs,2,male_single,None,3,car_or_other_nonsavings,37.0,none,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0
362,more_then_200,12,Delay_in_past,new_car,3346.108868161361,<100DM,1_to_4yrs,2,feemale_divorced/separated/married,None,2,car_or_other_nonsavings,36.0,stores,own,2,skilled_employee/official,1,yes,yes,0
363,None,6,Existing_credits_paid_till_now,furniture/equipment,2730.0661709285127,<100DM,1_to_4yrs,1,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,21.0,none,rent,1,skilled_employee/official,1,none,yes,0
364,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,11861.0,<100DM,unemployed,4,male_single,None,1,car_or_other_nonsavings,25.0,none,own,1,unemployed/unskilled_nonresident,1,none,yes,1
365,None,12,Existing_credits_paid_till_now,business,952.0,<100DM,4_to_7yrs,2,male_single,None,4,car_or_other_nonsavings,36.0,none,own,1,skilled_employee/official,1,yes,yes,0
366,None,18`,Critical_acct_other_credits_existing,used_car,4505.0,<100DM,4_to_7yrs,3,male_single,None,1,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,none,yes,0
367,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,3510.527160174748,<100DM,<1yr,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,22.0,none,rent,1,skilled_employee/official,1,none,yes,0
368,0_checking,36,Existing_credits_paid_till_now,furniture/equipment,7692.049351337812,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,,none,own,1,skilled_employee/official,2,none,yes,1
369,from_0_to_200,18`,Existing_credits_paid_till_now,furniture/equipment,581.8754692875783,<100DM,4_to_7yrs,2,female_divorced/separated/married,None,4,real_estate,40.0,none,rent,1,skilled_employee/official,1,none,yes,0
370,None,36,Existing_credits_paid_till_now,newcar,3180.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,real_estate,36.0,none,own,1,skilled_employee/official,1,none,yes,0
371,None,18`,None,radio/television,4267.0,<100DM,>7yrs,3,male_single,None,4,car_or_other_nonsavings,33.0,none,own,2,skilled_employee/official,1,yes,yes,0
372,None,10,None,furniture/equipment,2174.0,<100DM,<1yr,1,feemale_divorced/separated/married,None,3,real_estate,23.0,none,rent,2,skilled_employee/official,1,none,yes,0
373,None,60,Critical_acct_other_credits_existing,new_car,2089.483884889208,Unknown_or_no_savings_acct,>7yrs,2,male_single,None,4,unknown/no_property,63.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
374,from_zero_to_200,60,All_credits_paid_duly,other,7648.0,100_to_500DM,>7yrs,3,female_divorced/separated/married,None,4,unknown/no_property,60.0,bank,for_free,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
375,0_checking,48,All_credits_paid_duly,business,5099.613184139861,<100DM,4_to_7yrs,2,female_divorced/separated/married,guarantor,4,car_or_other_nonsavings,37.0,none,rent,1,skilled_employee/official,1,none,yes,1
376,None,18`,Delay_in_past,radio/television,851.0,<100DM,unemployed,2,male_married/widowed,None,3,real_estate,34.0,none,own,2,skilled_employee/official,1,none,yes,0
377,None,None,Delay_in_past,radio/television,2211.592271583921,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,4,unknown/no_property,36.0,none,for_free,1,skilled_employee/official,1,none,yes,0
